1462.0776734816843 -1686.61567019373 ; 1445.211516779747 -1701.236446928547 
1483.4408826924969 1422.5911555829705 ; 1497.6667942483266 1407.7567467560455 
-1031.9202328211318 -1358.183601632249 ; -1045.5020688374543 -1347.8643993040378 
690.1135817835557 651.9410627254563 ; 696.6329924108103 645.0399269076207 
-312.39879709352226 -166.67276428870434 ; -314.0655247364093 -163.54877631776912 
-781.7607922138476 233.9077089055382 ; -779.4217151247922 241.72531682767666 
-937.8653626399087 291.10366166999063 ; -934.9543260232088 300.48231529638974 
1611.5186642143692 -1248.7931575977009 ; 1599.0307326383922 -1264.9083442398446 
-516.6111673505072 497.2454714713805 ; -511.6387126357934 502.4115831448856 
1031.761366116498 -1041.6226792640111 ; 1021.3451393238579 -1051.9402929251762 
425.5712605150328 1344.8782988327464 ; 439.0200435033603 1340.622586227596 
-929.2354172326008 179.90507431618454 ; -927.4363664894389 189.19742848851055 
-1089.4834422992765 -1976.969960463897 ; -1109.2531419039155 -1966.0751260409043 
953.6185129440607 1528.810057057529 ; 968.906613514636 1519.2738719280885 
1414.6550134590955 1570.220785610333 ; 1430.3572213151988 1556.074235475742 
-1803.9545153206145 986.9479491125637 ; -1794.0850358294888 1004.9874942657699 
-224.26093752516698 -1788.4673976627416 ; -242.1456115017944 -1786.22478828749 
-48.11055467939518 -612.2072647405407 ; -54.23262732680059 -611.7261591937468 
-592.3844243459267 -1545.8393306247578 ; -607.8428176521743 -1539.9154863812985 
-1768.603711163392 -352.0464753656368 ; -1772.1241759170484 -334.3604382540029 
496.14645094352693 -1898.60748240907 ; 477.16037611943625 -1903.5689469185052 
99.68352312140793 1567.0407769095611 ; 115.35393089050353 1566.043941678347 
-1590.6858780624418 -1380.1735306320847 ; -1604.4876133687626 -1364.2666718514604 
955.9966925936809 -1427.6750307654727 ; 941.7199422860261 -1437.2349976914095 
-1840.8134499104176 -1181.3187615269217 ; -1852.6266375256869 -1162.9106270278176 
-1081.6919748071018 1412.8924284210848 ; -1067.563050522891 1423.7093481691559 
-484.46224585509106 -768.9865189460088 ; -492.15211104455113 -764.1418964874579 
1590.697059389315 -1749.3432619815967 ; 1573.203626769499 -1765.25023257549 
-1408.2041777389563 -1657.7734376851179 ; -1424.7819121158075 -1643.6913959077283 
297.0467221370699 1416.1069363634074 ; 311.20779150070393 1413.1364691420367 
654.6021229722553 -618.5182114802157 ; 648.4169408574531 -625.0642327099382 
-584.8665844508422 258.53971675862914 ; -582.2811872832559 264.3883826031376 
-859.9453877555442 -1709.5418101612468 ; -877.0408058571567 -1700.9423562836914 
33.18858669936661 1210.6649932880468 ; 45.29523663224708 1210.3331074210532 
-1160.2305409389276 -1388.522744767819 ; -1174.1157683866059 -1376.9204393584296 
-1582.9621344430025 788.2964994307735 ; -1575.0791694486948 804.1261207752035 
1113.5607824873623 -101.93187259417047 ; 1112.5414637614206 -113.0674804190441 
-1638.1084353342387 654.2533652058942 ; -1631.5659016821799 670.6344495592366 
-519.466262395993 -1378.054379755245 ; -533.2468061935455 -1372.8597171312852 
943.8794103454754 -1832.7893711867014 ; 925.5515166336085 -1842.228165290156 
284.636812158715 -388.46279523842986 ; 280.7521842063307 -391.309163360017 
1890.8272786999669 -769.4338622229993 ; 1883.132940077737 -788.342135009999 
1891.5213917131211 -1913.1543740045136 ; 1872.389847973076 -1932.0695879216448 
-1826.368339350125 665.3111218310769 ; -1819.7152281318142 683.5748052245781 
28.796852399711984 -1891.7642854769779 ; 9.879209544942206 -1892.052254000975 
-1318.7032455952478 -315.2728913842286 ; -1321.8559745090902 -302.08585892827614 
636.2147757391552 1156.614294351059 ; 647.7809186826659 1150.2521465936675 
-1865.0493305381726 1450.1184180370706 ; -1850.548146357802 1468.7689113424524 
1689.888370019897 -772.0156661703872 ; 1682.168213358193 -788.9145498705863 
1571.7896774408366 1008.9749371022231 ; 1581.8794268118588 993.2570403278147 
-650.4702273547326 -118.99517260648744 ; -651.6601790807975 -112.49047033294012 
105.8975542612273 1572.2358963113331 ; 121.61991322434064 1571.176920768721 
1378.5875281275353 1099.89981549245 ; 1389.5865262824598 1086.1139402111746 
-137.30096621475988 545.6853777863365 ; -131.84411243689652 547.0583874484842 
-147.54451405642865 1523.999214841118 ; -132.30452190801748 1525.4746599816822 
-773.6987103967358 28.95420241593225 ; -773.4091683725765 36.69118951989961 
1519.3719313324236 -59.10268107645153 ; 1518.780904521659 -74.29640038977577 
1718.3005771843807 1114.770496414866 ; 1729.4482821485294 1097.5874906430222 
1290.3130502574938 -750.2620123119702 ; 1282.8104301343742 -763.1651428145452 
566.5844363797867 -700.8190421869252 ; 559.5762459579174 -706.4848865507231 
1201.4881536530108 -1984.0016708911385 ; 1181.6481369440994 -1996.0165524276686 
432.826579414674 -922.1418920983207 ; 423.6051604936908 -926.4701578924675 
1334.510184672118 598.9223162776051 ; 1340.4994078348939 585.5772144308839 
-1284.6514412526792 1619.4512032475004 ; -1268.4569292202043 1632.2977176600273 
-535.4759761436811 1156.6209199641692 ; -523.9097669440395 1161.975679725606 
1696.9488291066887 682.3188898523806 ; 1703.7720180052124 665.3494015613137 
1903.2832482806552 963.6621693739049 ; 1912.9198699743943 944.6293368910984 
604.0974910569704 1272.8385928370953 ; 616.8258769853413 1266.7976179265256 
240.57170537714137 -1630.8455486151693 ; 224.26324989098967 -1633.2512656689407 
1413.3597195359444 -1947.3909807126322 ; 1393.885809728818 -1961.5245779079917 
-519.2530900887169 927.6997422137164 ; -509.97609266657975 932.8922731146035 
-1366.9261542412355 -884.7517563466453 ; -1375.773671804702 -871.082494804233 
-1195.8728265334669 1265.9901451556987 ; -1183.2129250819098 1277.9488734210333 
441.78908796539463 877.1329935249635 ; 450.56041790064427 872.7151026453096 
1229.9996724142154 -1250.8563353769268 ; 1217.4911090604462 -1263.156332101069 
793.8487980032143 -1302.5690368107055 ; 780.8231076351072 -1310.5075247907375 
1830.7842795068866 -1602.240732572769 ; 1814.7618721811589 -1620.5485753678379 
-1030.275832322569 -166.7967637359403 ; -1031.9437999599284 -156.4940054127146 
-534.703838254999 -526.5084870246058 ; -539.968923125245 -521.1614486420558 
156.02533577499705 715.6512270158106 ; 163.18184804515516 714.0909736580606 
-397.1617421947877 -98.76133226351949 ; -398.14935551742286 -94.78971484157161 
-334.8637181156018 -353.4459175676388 ; -338.39817729127816 -350.0972803864828 
886.9225987894694 -487.0740403838151 ; 882.0518583856312 -495.9432663717098 
-713.2745566523706 -82.75447173080921 ; -714.1021013696787 -75.6217261642855 
1404.8173295810786 -132.08867005345866 ; 1403.496442880544 -146.13684334926944 
436.8278292195455 635.5776816134245 ; 443.18360603567976 631.209403321229 
1052.5665320235462 -204.6675346018232 ; 1050.519856677528 -215.19319992205868 
801.6732048718751 1578.1994297954884 ; 817.4551991698299 1570.1826977467697 
879.192545893833 1014.802282857234 ; 889.3405687224054 1006.0103573982957 
-1720.3449481609084 -64.15931480311811 ; -1720.9865413089396 -46.95586532150902 
443.2054589546994 -1576.5180406884706 ; 427.44027854781467 -1580.9500952780177 
-897.219211750929 465.23753372301854 ; -892.5668364136989 474.2097258405278 
1155.7017922825573 1661.8817637532015 ; 1172.3206099200893 1650.324745830376 
-1616.9281365112795 478.52802618931776 ; -1612.1428562493863 494.69730755443055 
619.2897560530245 995.5545399793873 ; 629.2453014528184 989.3616424188571 
-1884.9251609063888 -1299.021388115994 ; -1897.9153747875487 -1280.17213650693 
-1770.8963872748577 1631.1208162344533 ; -1754.5851791125133 1648.829780107202 
-786.6386317465195 -576.8632503664885 ; -792.4072642501844 -568.9968640490233 
861.5342121855788 -1039.449228438274 ; 851.139719901196 -1048.0645705601298 
1788.082987272878 -540.7266452880962 ; 1782.675720819997 -558.607475160825 
-952.841984105365 518.0861317035483 ; -947.6611227883295 527.6145515446019 
291.3964494756342 -1369.1880987753084 ; 277.7045684878811 -1372.1020632700647 
-479.8476625695082 -122.91249333032349 ; -481.07678750281144 -118.1140167046284 
-378.5843285853755 109.25801545046902 ; -377.4917484308708 113.04385873632278 
134.91863286076915 -1956.5920069985395 ; 115.35271279078376 -1957.9411933271472 
-1573.8007541054646 -357.41259992542206 ; -1577.3748801047188 -341.67459238436743 
121.31567495500454 -1705.296344178039 ; 104.26271151322415 -1706.509500927589 
-990.6978455846596 -1300.4631270877846 ; -1003.7024768555375 -1290.556148631938 
1933.0365003673635 1794.0736056647752 ; 1950.9772364240112 1774.7432406611015 
1407.1829815514945 1982.5657026426134 ; 1427.0086385779207 1968.4938728270984 
-108.23055167446188 -427.206861288771 ; -112.50262028734959 -426.1245557720264 
20.53472943877688 -1445.544002833972 ; 6.079289410437159 -1445.7493501283598 
-1772.2582482164105 917.0807253002771 ; -1763.0874409634077 934.8033077824412 
-1120.4661891905887 426.88681823392056 ; -1116.1973210082494 438.0914801258265 
1919.3696391386927 -658.3921623932856 ; 1912.7857175147599 -677.5858587846725 
955.9639825652044 -396.8779189596327 ; 951.9952033756081 -406.43755878528475 
-1644.0626929753278 -59.11888861273441 ; -1644.6538818614551 -42.67826168298113 
-353.2446550203703 1385.3493967133195 ; -339.3911610532371 1388.8818432635233 
1570.8116512550262 77.20633212949991 ; 1571.5837145763212 61.49821561694965 
-566.6955598568637 -674.9017621571239 ; -573.444577478435 -669.2348065585553 
825.093768025912 -1882.4365726655349 ; 806.2694022992566 -1890.687510345794 
516.6426241808782 815.1408109334487 ; 524.7940322902127 809.9743846916399 
-51.46734829533308 193.5115973353301 ; -49.532232321979784 194.02627081828342 
994.4460451510062 452.88088619044885 ; 998.9748540129107 442.9364257389388 
1919.9845216748224 217.08539660679054 ; 1922.1553756408903 197.8855513900423 
505.83361908503974 1102.7947106663723 ; 516.8615661917034 1097.7363744755219 
1368.130392223914 1455.190542444412 ; 1382.6822976483581 1441.5092385221728 
-17.87703907541578 774.0845599485575 ; -10.136193475930206 774.2633303393117 
388.27018710355986 -732.8500781625429 ; 380.9416863219344 -736.7327800335785 
-417.92793122902754 -949.3032680511341 ; -427.4209639095389 -945.1239887388438 
643.2523077106745 -600.4762835035407 ; 637.247544875639 -606.9088065806475 
-631.5108369369403 826.8814523756038 ; -623.2420224131843 833.1965607449732 
-931.5987956501758 -469.0543754577968 ; -936.2893394047538 -459.73838750129505 
1646.273616994265 1603.1393357238153 ; 1662.3050103515031 1586.6765995538726 
-800.1555731751097 824.7962165595133 ; -791.9076110095145 832.7977722912643 
1873.325868605718 -81.5970792664508 ; 1872.5098978130534 -100.33033795250799 
1477.6840276024438 -1974.5167627803826 ; 1457.93885997464 -1989.293603056407 
-17.713781681345424 916.8825684305998 ; -8.544955997039425 917.0597062474133 
-882.0973568386235 839.9527187187919 ; -873.6978296514355 848.773692287178 
-1894.9220648051173 695.8751104315296 ; -1887.963313700802 714.8243310795808 
-1071.769381218231 -1380.3081321467525 ; -1085.5724625396986 -1369.5904383345703 
1269.4836714365301 491.1874701485816 ; 1274.395546138016 478.4926334342163 
-1377.5529955005295 1348.1489031760632 ; -1364.0715064687688 1361.9244331310686 
336.5810496548085 1531.1669475084054 ; 351.89271912989255 1527.8011370118572 
-1230.945240331421 1055.7444115440521 ; -1220.3877962159804 1068.0538639473664 
1874.9654656629427 -920.6535237390234 ; 1865.7589304255525 -939.4031783956528 
958.339398314875 1844.1003251498755 ; 976.7804015663737 1834.5169311667269 
307.4867037934411 -1546.0971257418166 ; 292.02573253602293 -1549.171992779751 
912.8828122509059 374.91442942344435 ; 916.6319565451404 365.7856013009353 
-253.31615102738536 521.0651009961047 ; -248.1055000174243 523.5982625063785 
-512.3036598545608 675.8129555442727 ; -505.54553029911807 680.9359921428182 
-1189.8647625831418 -287.3515144258566 ; -1192.7382777274004 -275.45286680002516 
-739.335235988963 -1452.5017838745464 ; -753.8602538277084 -1445.1084315146568 
-1775.8973983249311 1806.1343496007203 ; -1757.836054828924 1823.8933235839695 
875.6600389014108 716.989465931734 ; 882.8299335607281 708.2328655427199 
-957.4270062618016 308.15346590019436 ; -954.3454716027996 317.7277359628124 
-1544.961887777418 -568.9627109547038 ; -1550.651514886965 -553.5130920769296 
1334.1739033057652 1064.2843392330744 ; 1344.8167466980958 1050.9426002000168 
-1836.6087647696952 827.1740703734024 ; -1828.3370240659613 845.5401580210994 
-1581.6866405574926 -183.50847060982878 ; -1583.521725263591 -167.69160420425385 
-1320.336496279466 -458.1098388962486 ; -1324.9175946684286 -444.906473933454 
-675.6205036139518 677.8624276672303 ; -668.8418793372795 684.6186327033698 
-730.8049567315055 -1651.5117112644693 ; -747.3200738441502 -1644.2036616971543 
261.92494160124187 1876.3505713427544 ; 280.6884473146694 1873.7313219267419 
-805.1328619616377 -1751.5523288629015 ; -822.6483852502666 -1743.501000243285 
737.581440908825 340.5552895511647 ; 740.9869938043366 333.17947514207646 
1130.2310513256716 1017.3445785952429 ; 1140.404497111624 1006.0422680819861 
1024.1342918671196 956.3347688974442 ; 1033.6976395560941 946.093425978773 
58.0886551164088 -144.35386657166856 ; 56.645116450692115 -144.93475312283266 
-1968.139596816906 1312.4282497117692 ; -1955.0153143197883 1332.1096456799382 
-1462.7575328697142 -1265.2494347697827 ; -1475.410027217412 -1250.6218594410857 
1893.9245825810854 -589.2668919528695 ; 1888.0319136615567 -608.2061377786804 
-1842.5173874756267 1798.2213382635623 ; -1824.5351740929912 1816.6465121383185 
1474.6445504417406 1599.9801834086181 ; 1490.6443522758268 1585.2337379042008 
260.2599611922675 1326.7943275919497 ; 273.527904468187 1324.191727980027 
-1333.1708245921288 -1177.5603824533596 ; -1344.9464284166625 -1164.2286742074382 
-1004.3158520055154 327.0958016271643 ; -1001.0448939892437 337.13896014721945 
-175.50696334282722 -220.26840149847632 ; -177.70964735781197 -218.51333186504806 
-655.2595573226254 71.22585959022399 ; -654.5472987267232 77.77845516345025 
192.68165701680763 -603.5001927505089 ; 186.64665508930256 -605.4270093206769 
581.3036769761961 -1269.1341788452091 ; 568.6123351877441 -1274.9472156149711 
-341.0551884885562 725.1613948224141 ; -333.8035745403321 728.5719467072996 
-584.32991631825 -1401.0707140323739 ; -598.3406234585736 -1395.2274148691913 
-1408.0789690433717 -155.1032551834437 ; -1409.630001595206 -141.02246549301 
-1164.4137842363841 508.0512713869479 ; -1159.3332715225147 519.6954092293117 
-830.1675823002249 159.881510425183 ; -828.5687671959731 168.18318624818525 
209.72628510778927 -1040.9563636127439 ; 199.31672147166182 -1043.0536264638217 
-596.8753830793773 321.62798102763395 ; -593.659103269101 327.59673485842774 
-71.54035440001255 -1475.0010539154493 ; -86.29036493916703 -1474.2856503714493 
1960.4456382973278 -1052.996985125875 ; 1949.915668446069 -1072.6014415088482 
-1005.0511340200023 180.0021570011365 ; -1003.251112449991 190.05266834133653 
-1988.709671072061 -1514.728621941063 ; -2003.8569572914716 -1494.8415252303423 
1678.5946795808723 -1847.4531239561154 ; 1660.120148341311 -1864.2390707519241 
1188.9261119810692 1413.419368135938 ; 1203.0603056624286 1401.5301070161272 
135.3582237974154 -32.676899530219686 ; 135.03145480211322 -34.03048176819384 
1954.269946752087 -1151.8644443497303 ; 1942.7513023085896 -1171.4071438172512 
-1754.5334277658903 1755.6086055955539 ; -1736.9773417099348 1773.1539398732127 
1879.8900025871699 1149.4647237074375 ; 1891.3846498242442 1130.6658236815658 
1123.5212766495404 -1278.3673364377485 ; 1110.7376032851628 -1289.6025492042438 
-500.16862811263906 -455.4655841616752 ; -504.7232839542558 -450.4638978805488 
-836.6989479395281 1118.6538946334606 ; -825.5124089931935 1127.0208841128558 
1146.4065998379272 1950.255886976786 ; 1165.909158707695 1938.7918209784068 
797.5002126931965 -690.5688579395144 ; 790.5945241138014 -698.5438600664463 
267.66243074813286 -1389.027562634051 ; 253.77215512179237 -1391.7041869415323 
514.7424924131353 1943.0802073964314 ; 534.1732944870996 1937.9327824723 
1459.2359548814222 -1323.723122882055 ; 1445.9987236526017 -1338.3154824308692 
851.0851930014062 -371.862761381553 ; 847.3665653875906 -380.37361331156706 
-1265.811530605528 -1869.0186235268354 ; -1284.5017168407965 -1856.36050822078 
938.7534780217823 -1190.0884579322728 ; 926.8525934424596 -1199.4759927124906 
-1991.1401354977263 1683.0508275065824 ; -1974.3096272226605 1702.9622288615597 
761.073014847865 -529.4503536069244 ; 755.7785113117958 -537.061083755403 
1120.6723639255183 1879.5255023026289 ; 1139.4676189485447 1868.3187786633737 
1029.7585984274776 1551.108232497468 ; 1045.2696807524524 1540.8106465131932 
-900.5569342075901 -1493.6068299825406 ; -915.4930025074154 -1484.6012606404647 
-1804.9970054974206 -1491.4836941299634 ; -1819.9118424387202 -1473.4337240749892 
-1527.4168946173957 1640.2810417089527 ; -1511.0140842003061 1655.5552106551265 
1227.8684679044025 -320.69361585229063 ; 1224.6615317458795 -332.97230053133467 
1890.6042852892492 1890.9166045952984 ; 1909.5134513352023 1872.0105617424058 
1799.6377669208734 -1611.6559462676778 ; 1783.5212074581966 -1629.6523239368864 
-1374.4672674334752 -379.1534150649859 ; -1378.258801584125 -365.4087423906511 
106.141188452956 1661.034988753588 ; 122.75153834049189 1659.9735768690584 
1307.6890997594521 19.648783225787827 ; 1307.88558759171 6.571892228193306 
-582.6715334353084 -675.9083349373021 ; -589.4306167846814 -670.081619602949 
-1814.8058995071235 -1350.0110571484386 ; -1828.3060100786079 -1331.8629981533672 
-1629.9958314895043 -346.4439537724985 ; -1633.4602710272293 -330.14399545760347 
-1826.5946485738846 -1028.3041799179352 ; -1836.8776903730638 -1010.0382334321964 
1531.0449717631805 -1263.886484777754 ; 1518.406106915403 -1279.196934495386 
-1281.210477663125 632.0858930008039 ; -1274.889618733117 644.8979977774352 
1864.049747514885 -1294.4341256169746 ; 1851.1054062587152 -1313.0746230921234 
1007.844617435436 -1647.2475187090977 ; 991.3721422483451 -1657.3259648834521 
1657.8706055098155 1617.6282658261034 ; 1674.0468881680765 1601.0495597710053 
931.0275293441952 -3.557810318920361 ; 930.991951241006 -12.868085612362314 
-841.8206050106659 370.6371471531768 ; -838.1142335391341 379.05535320328346 
1429.0475824857176 -1396.2278207179645 ; 1415.085304278538 -1410.5182965428216 
32.731430092089624 52.5825442335574 ; 33.2572555344252 52.2552299326365 
137.36614406068168 1101.6680533323351 ; 148.38282459400503 1100.2943918917283 
1548.9711043117732 356.80826385228846 ; 1552.539186950296 341.31855280917074 
1306.8038546410341 1173.5002068403303 ; 1318.5388567094374 1160.4321682939199 
1109.912685476937 -1241.1837921576857 ; 1097.5008475553602 -1252.282919012455 
-766.5784800583124 1721.5307407865066 ; -749.3631726504473 1729.1965255870898 
-265.4329603554111 315.0636973022361 ; -262.28232338238877 317.7180269057902 
477.5993985252632 454.9270846404878 ; 482.14866937166806 450.1510906552352 
-789.811167567827 -1996.6880564610121 ; -809.7780481324372 -1988.7899447853338 
1954.2872588302919 869.1205732717112 ; 1962.978464563009 849.5777006834084 
-1554.6814001735968 -604.7465510483931 ; -1560.7288656840808 -589.1997370466572 
1574.0916089619618 -201.5878404034125 ; 1572.0757305579277 -217.32875649303213 
-1580.1109713182548 581.7860765453569 ; -1574.2931105528012 597.5871862585394 
594.7274284710031 1759.4351169174302 ; 612.3217796401774 1753.4878426327202 
1051.412562191672 -330.97546542676923 ; 1048.1028075374043 -341.48959104868595 
-1312.0664602030317 -1574.8094841188285 ; -1327.81455504422 -1561.6888195167983 
-523.0882997064272 884.8430556346474 ; -514.2398691500807 890.0739386317117 
-1861.6236553989559 -1616.5505795227925 ; -1877.7891611941839 -1597.9343429688029 
-1075.6835460750237 -1514.3987443740173 ; -1090.8275335187639 -1503.6419089132671 
315.41725079946065 -1515.998993289301 ; 300.25726086656766 -1519.1531657972957 
-65.61222667083949 -538.1800154635536 ; -70.99402682547503 -537.5238931968452 
344.8969119570917 451.05650893111124 ; 349.4074770464028 447.60753981154033 
-1564.8519437799312 -536.5680604886811 ; -1570.217624384818 -520.9195410508818 
-1416.0878170693945 380.0853858673783 ; -1412.2869632107208 394.24626403807224 
1300.2022497740154 -409.4511724419604 ; 1296.1077380495958 -422.45319493970055 
-1913.3747568080685 1871.0205355834664 ; -1894.6645514522338 1890.1542831515471 
-1654.4585929180569 325.3840685834363 ; -1651.2047522322225 341.9286545126169 
-1712.805118378532 1594.792554024626 ; -1696.8571928382858 1611.9206052084114 
-1285.8103032226895 -1247.9944056469508 ; -1298.290247279159 -1235.136302614724 
-1016.2695318942066 -1769.212889593323 ; -1033.9616607901398 -1759.050194274381 
862.5097345838132 1781.1973020739313 ; 880.3217076045524 1772.572204728093 
-1127.6902342012213 -637.3695617966392 ; -1134.0639298191877 -626.092659454627 
180.73141959667404 214.3657153239735 ; 182.87507674991377 212.55840112800675 
482.91314750749257 1072.9788898748002 ; 493.64293640624055 1068.1497583997252 
-1494.679581899177 1333.3225025855704 ; -1481.3463568733214 1348.2692984045623 
1075.9363667426144 -66.05806059309997 ; 1075.2757861366833 -76.81742426052611 
281.10714900431554 -1711.6275774282135 ; 263.9908732300334 -1714.4386489182566 
1257.4636166743057 264.75679501925094 ; 1260.1111846244983 252.18215885250788 
-1082.7371319268368 1866.8258979272762 ; -1064.0688729475642 1877.6532692465446 
-1228.5707813944882 1981.0736546692249 ; -1208.760044847796 1993.3593624831697 
1389.1993375939767 1888.687831704044 ; 1408.086215911017 1874.795838328104 
-359.8945544407484 1937.5480705857294 ; -340.5190737348911 1941.147016130137 
1077.3087720712335 -1225.8137117525662 ; 1065.050634953708 -1236.5867994732785 
-989.5093310229388 1254.975252217737 ; -976.9595785007614 1264.8703455279665 
-774.1151336493739 -842.7027531246096 ; -782.5421611806199 -834.9616017881158 
-1395.9115068948818 -1689.9538390381645 ; -1412.8110452852634 -1675.9947239692156 
1157.3936560877573 686.9143441774578 ; 1164.262799529532 675.3404076165803 
1933.9740149795143 -1480.8261993877354 ; 1919.165752985637 -1500.1659395375304 
438.5891717611372 -91.52150776578432 ; 437.6739566834794 -95.9073994833957 
-468.4012807735551 1545.822472092513 ; -452.9430560526299 1550.5064849002486 
444.86648730685937 558.4104433226846 ; 450.4505917400862 553.9617784496161 
-629.0255312315707 -372.8924954924305 ; -632.754456186495 -366.6022401801148 
250.03568203085288 -684.4018186804409 ; 243.19166384404846 -686.9021755007494 
-1558.4084851615999 -1364.06084159727 ; -1572.0490935775726 -1348.476756745654 
-1287.5288261413089 -252.27480215554095 ; -1290.0515741628642 -239.39951389412786 
860.172841770978 -802.0264038710357 ; 852.1525777322677 -810.6281322887454 
1066.5834031824527 -1204.825464601849 ; 1054.5351485364342 -1215.4912986336735 
1714.233961577982 -877.9208021059243 ; 1705.4547535569227 -895.0631417217041 
1843.8112740353909 1921.9787112549134 ; 1863.03106114794 1903.5405985145594 
-238.0846792139185 -1061.9346850186128 ; -248.70402606410462 -1059.5538382264735 
1748.2284315742515 -1533.673338233056 ; 1732.891698191921 -1551.1556225487986 
1507.7730288244761 -1795.6212965212505 ; 1489.8168158592637 -1810.6990268094953 
-32.30091401531628 224.85695143308547 ; -30.052344500985427 225.17996057323865 
-1125.8061298611283 1719.9673992767525 ; -1108.6064558683609 1731.2254605753637 
-309.6277393760749 -1957.8351713627887 ; -329.2060910897028 -1954.738893969028 
875.711894090642 1376.8476699749694 ; 889.4803707903917 1368.090551034063 
259.1318192663802 575.439486819369 ; 264.8862141345739 572.8481686267052 
-488.15335459012863 1050.7810164731707 ; -477.6455444253969 1055.662550019072 
-999.4622481601992 -215.5027398136454 ; -1001.6172755583357 -205.5081173320434 
797.8253121727737 -1449.3476964560846 ; 783.3318352082129 -1457.3259495778123 
-1803.4135168715202 1016.325045572057 ; -1793.2502664157996 1034.3591807407722 
1975.496142030804 -300.8542227083512 ; 1972.4875998037205 -320.60918412865925 
-1195.4456152105556 1000.819964725 ; -1185.4374155633056 1012.7744208771055 
882.7733879852283 891.985199832374 ; 891.6932399835521 883.1574659525216 
1868.5516363092493 1757.6311161466353 ; 1886.1279474707155 1738.9455997835428 
181.6334920761573 1926.342673847153 ; 200.89691881462883 1924.5263389263914 
-1045.7342926687984 192.4732814750114 ; -1043.8095598540483 202.93062440169936 
-1639.9468183834206 -1849.7784303510698 ; -1658.4446026869314 -1833.3789621672356 
-1917.2064944519057 -1864.7629501295633 ; -1935.8541239532012 -1845.5908851850443 
1371.641923385106 1233.406643645053 ; 1383.9759898215566 1219.690224411202 
-1958.621585957852 550.9291411445917 ; -1953.112294546406 570.5153570041701 
-1265.2679779454581 -1861.2255997640168 ; -1283.8802339430983 -1848.5729199845623 
171.03969938577862 1936.4547326118457 ; 190.4042467118971 1934.7443356179879 
-595.2417365902531 1430.3828781357986 ; -580.9379078088951 1436.335295501701 
684.901524862924 1996.7576485477393 ; 704.8691013484014 1989.90863329911 
1592.1477032449625 -1975.6752730302048 ; 1572.3909505146605 -1991.5967500626546 
-1118.4928155224582 -324.62347257935244 ; -1121.7390502482517 -313.4385444241279 
1433.839342245159 -1634.4301274628574 ; 1417.4950409705305 -1648.768520885309 
1777.5368558992373 666.0731520323275 ; 1784.1975874195605 648.2977834733351 
-1561.9434872351035 1007.535101629133 ; -1551.8681362188122 1023.154536501484 
-559.2041177309029 -1401.6309071253138 ; -573.220426802156 -1396.0388659480047 
1183.1253773864273 -62.460270650696756 ; 1182.5007746799204 -74.29152442456103 
-203.03823726310736 1368.284794430854 ; -189.3553893187988 1370.315176803485 
-1601.0625464512223 -1241.0332621287066 ; -1613.4728790725094 -1225.0226366641944 
-1369.656636831185 1964.7403583010619 ; -1350.0092332481745 1978.4369246693736 
1438.6398767737223 726.4176936630288 ; 1445.9040537103526 712.0312948952916 
1904.2776788667331 -1704.1434073870676 ; 1887.2362447928624 -1723.186184175735 
-119.45548102535928 -1880.3162192554967 ; -138.25864321791425 -1879.1216644452431 
916.7226351723739 435.76764317139026 ; 921.0803116040878 426.6004168196665 
-1367.2633872851318 391.0273633077901 ; -1363.353113652054 404.6999971806414 
-241.11578107895096 -716.3815392871338 ; -248.2795964718223 -713.9703814763443 
282.5482145249101 1213.5734793249576 ; 294.6839493181597 1210.7479971797086 
-493.4518164652957 -1732.133799861342 ; -510.7731544639091 -1727.199281696689 
230.17651931947378 531.6429876545415 ; 235.4929491960192 529.3412224613468 
1035.4737876838292 -1935.3681887318082 ; 1016.1201057965111 -1945.7229266086465 
1557.4785628512375 627.3678745320049 ; 1563.7522415965575 611.7930889034925 
471.6360342203659 59.13374503189987 ; 472.2273716706849 54.41738468969621 
346.7455209906912 -1801.7267166132826 ; 328.72825382455835 -1805.1941718231894 
1920.8079180825457 315.7511066327359 ; 1923.965429148873 296.54302745191046 
844.5002218935797 1254.9363679515413 ; 857.0495855730951 1246.4913657326056 
-1855.8222049956078 1344.661403867286 ; -1842.375590956935 1363.2196259172422 
710.3172688969948 -1739.4604685088625 ; 692.9226642119062 -1746.5636411978326 
-1154.517099058414 897.2186309347487 ; -1145.5449127490665 908.7638019253328 
-501.0194941379585 -625.8183607048833 ; -507.2776777450073 -620.8081657635037 
-1169.6806549109072 -1175.6132954420475 ; -1181.4367878653277 -1163.9164888929383 
-42.67970532370501 695.412458265303 ; -35.72558074105198 695.83925531854 
-1753.1227765837061 1429.480559172435 ; -1738.8279709919818 1447.011786938272 
532.7712107897273 -1867.28975927056 ; 514.0983131970218 -1872.6174713784571 
1731.9834895342574 -1507.9490385552465 ; 1716.903999148705 -1525.2688734505891 
-1794.8452383388667 -782.9167552308782 ; -1802.6744058911754 -764.9683028474894 
-1591.0695129099336 1466.8568765299462 ; -1576.4009441446342 1482.7675716590456 
-1910.3160929092608 1377.6852627538588 ; -1896.5392402817222 1396.7884236829514 
84.21381243996326 -63.55587933700075 ; 83.57825364659325 -64.39801746140039 
1967.5152306462955 -1855.4967095241973 ; 1948.9602635510537 -1875.1718618306602 
